"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"M&amp;M","EQ","17-Aug-2020","        614.45","        628.00","        632.00","        613.80","        623.50","        623.60","        624.06","    5687653","          3549463436.60","      80790","    1228314","         21.60"
"M&amp;M","EQ","18-Aug-2020","        623.60","        625.00","        632.75","        618.60","        623.50","        622.65","        624.66","    3989513","          2492102343.70","      56819","    1103115","         27.65"
"M&amp;M","EQ","19-Aug-2020","        622.65","        627.00","        631.90","        622.00","        623.90","        623.90","        626.15","    2762496","          1729733683.00","      37666","     893032","         32.33"
"M&amp;M","EQ","20-Aug-2020","        623.90","        620.00","        623.00","        610.00","        612.80","        612.05","        615.00","    3165828","          1946977516.60","      57780","    1024548","         32.36"
"M&amp;M","EQ","21-Aug-2020","        612.05","        620.00","        620.95","        608.00","        610.80","        609.80","        612.78","    4191443","          2568445864.70","      61667","     965770","         23.04"
"M&amp;M","EQ","24-Aug-2020","        609.80","        613.00","        615.70","        601.00","        602.60","        601.95","        604.98","    3708069","          2243320193.50","      58046","    1721908","         46.44"
"M&amp;M","EQ","25-Aug-2020","        601.95","        605.00","        612.40","        601.50","        611.60","        609.35","        606.78","    4248591","          2577975659.85","      74269","    1092386","         25.71"
"M&amp;M","EQ","26-Aug-2020","        609.35","        613.00","        625.50","        610.50","        615.75","        613.35","        619.04","    5814797","          3599606888.90","      84966","    1660820","         28.56"
"M&amp;M","EQ","27-Aug-2020","        613.35","        619.15","        639.30","        615.60","        639.00","        636.75","        630.56","    7637643","          4815964671.05","     110194","    2267536","         29.69"
"M&amp;M","EQ","28-Aug-2020","        636.75","        642.25","        647.00","        629.35","        630.15","        631.40","        637.71","    7811624","          4981516291.65","     121417","    2141550","         27.41"
"M&amp;M","EQ","31-Aug-2020","        631.40","        637.00","        640.50","        602.10","        605.55","        606.90","        617.30","    5012806","          3094383668.25","      93057","    1898010","         37.86"
"M&amp;M","EQ","01-Sep-2020","        606.90","        610.00","        621.55","        605.00","        609.10","        607.55","        613.24","    5572232","          3417107077.60","      70542","    1258375","         22.58"
"M&amp;M","EQ","02-Sep-2020","        607.55","        608.00","        645.90","        602.05","        644.05","        642.75","        626.54","    7887162","          4941614603.05","     117533","    1848274","         23.43"
"M&amp;M","EQ","03-Sep-2020","        642.75","        640.50","        656.00","        632.00","        642.85","        644.65","        644.70","    9194835","          5927932764.50","     117310","    1137200","         12.37"
"M&amp;M","EQ","04-Sep-2020","        644.65","        629.00","        649.80","        626.30","        631.70","        632.00","        639.93","    5889149","          3768620284.95","     100147","    1298177","         22.04"
"M&amp;M","EQ","07-Sep-2020","        632.00","        632.30","        633.85","        605.30","        610.30","        610.45","        612.86","    9388041","          5753551764.10","     140059","    2278854","         24.27"
"M&amp;M","EQ","08-Sep-2020","        610.45","        611.00","        624.50","        605.30","        608.20","        608.60","        614.86","    6826136","          4197092324.10","      92158","    1010207","         14.80"
"M&amp;M","EQ","09-Sep-2020","        608.60","        606.80","        617.00","        597.40","        613.95","        613.90","        608.78","    6590533","          4012171923.35","      87678","    1013448","         15.38"
"M&amp;M","EQ","10-Sep-2020","        613.90","        619.50","        623.90","        612.90","        613.90","        615.45","        617.94","    4699862","          2904216540.55","      67284","    1179877","         25.10"
"M&amp;M","EQ","11-Sep-2020","        615.45","        614.90","        621.90","        612.10","        613.00","        614.25","        616.90","    2838777","          1751240734.20","      58874","     587003","         20.68"
"M&amp;M","EQ","14-Sep-2020","        614.25","        615.00","        629.40","        611.90","        614.80","        615.30","        621.08","    4921204","          3056471765.20","      98372","    1324660","         26.92"
"M&amp;M","EQ","15-Sep-2020","        615.30","        619.25","        624.00","        611.95","        614.35","        613.45","        616.45","    3805649","          2345981228.30","      42665","     846488","         22.24"
"M&amp;M","EQ","16-Sep-2020","        613.45","        616.00","        649.80","        616.00","        638.05","        639.45","        640.41","   18993400","         12163532038.70","     245820","    2941617","         15.49"
"M&amp;M","EQ","17-Sep-2020","        639.45","        631.00","        643.50","        627.65","        636.95","        636.80","        635.82","    6363970","          4046332245.40","     106350","    1752966","         27.55"
"M&amp;M","EQ","18-Sep-2020","        636.80","        640.00","        659.40","        634.55","        654.95","        654.15","        651.13","   13518215","          8802163977.15","     146621","    5183408","         38.34"
"M&amp;M","EQ","21-Sep-2020","        654.15","        657.00","        666.60","        615.45","        619.95","        622.45","        645.06","    9301969","          6000298419.75","     131548","    1392397","         14.97"
"M&amp;M","EQ","22-Sep-2020","        622.45","        622.45","        624.25","        603.00","        617.50","        615.80","        613.17","    5369370","          3292346870.10","      80961","    1082292","         20.16"
"M&amp;M","EQ","23-Sep-2020","        615.80","        622.05","        623.35","        603.25","        611.05","        612.60","        612.90","    4116751","          2523137647.05","      53632","     911765","         22.15"
"M&amp;M","EQ","24-Sep-2020","        612.60","        605.00","        606.40","        567.50","        582.00","        575.10","        583.61","    8991893","          5247745041.40","     143913","    2597567","         28.89"
"M&amp;M","EQ","25-Sep-2020","        575.10","        583.90","        595.45","        576.60","        592.10","        592.30","        586.25","    5415792","          3174985893.90","      84090","     954891","         17.63"
"M&amp;M","EQ","28-Sep-2020","        592.30","        595.00","        618.00","        593.10","        614.20","        615.25","        608.27","    5494528","          3342164789.35","      82797","    1126600","         20.50"
"M&amp;M","EQ","29-Sep-2020","        615.25","        615.25","        626.50","        603.10","        611.85","        613.20","        612.92","    5747565","          3522817218.80","      73435","    1255527","         21.84"
"M&amp;M","EQ","30-Sep-2020","        613.20","        615.95","        623.00","        605.55","        606.65","        607.90","        613.30","    4990827","          3060896358.50","      75366","     907953","         18.19"
"M&amp;M","EQ","01-Oct-2020","        607.90","        614.70","        621.90","        608.15","        609.10","        610.15","        614.05","    3842331","          2359397971.00","      52876","     714015","         18.58"
"M&amp;M","EQ","05-Oct-2020","        610.15","        615.00","        616.25","        597.10","        608.35","        607.00","        603.38","    5977265","          3606559318.45","      77122","    1619095","         27.09"
"M&amp;M","EQ","06-Oct-2020","        607.00","        611.60","        633.00","        609.00","        628.50","        627.40","        626.86","    9071955","          5686805331.90","     110722","    1998118","         22.03"
"M&amp;M","EQ","07-Oct-2020","        627.40","        629.90","        636.90","        625.00","        631.50","        631.60","        631.44","    6086867","          3843518493.70","      82756","    1638002","         26.91"
"M&amp;M","EQ","08-Oct-2020","        631.60","        634.15","        640.95","        627.60","        635.00","        634.15","        633.49","    4683786","          2967144202.90","      67100","    1462966","         31.23"
"M&amp;M","EQ","09-Oct-2020","        634.15","        634.15","        647.45","        628.30","        633.00","        633.20","        638.14","    4972965","          3173426450.25","      81081","    1467838","         29.52"
"M&amp;M","EQ","12-Oct-2020","        633.20","        637.90","        639.70","        630.00","        634.00","        634.40","        634.71","    3247642","          2061322702.10","      45024","    1160772","         35.74"
"M&amp;M","EQ","13-Oct-2020","        634.40","        634.35","        642.00","        624.35","        626.00","        627.90","        634.12","    3769229","          2390145158.10","      56764","    1393632","         36.97"
"M&amp;M","EQ","14-Oct-2020","        627.90","        623.40","        627.80","        616.30","        622.80","        623.85","        622.20","    2776984","          1727848430.25","      48325","     829514","         29.87"
"M&amp;M","EQ","15-Oct-2020","        623.85","        620.95","        633.00","        614.10","        615.20","        617.30","        625.04","    3795307","          2372203468.75","      52185","     875168","         23.06"
"M&amp;M","EQ","16-Oct-2020","        617.30","        617.50","        623.95","        602.05","        607.00","        606.65","        612.16","    4274914","          2616916099.90","      58622","     842880","         19.72"
"M&amp;M","EQ","19-Oct-2020","        606.65","        612.70","        614.50","        595.20","        598.05","        597.45","        602.32","    3646303","          2196237916.85","      61828","     966872","         26.52"
"M&amp;M","EQ","20-Oct-2020","        597.45","        597.40","        609.00","        590.30","        602.70","        602.25","        602.47","    4377774","          2637455800.35","      63171","    1207976","         27.59"
"M&amp;M","EQ","21-Oct-2020","        602.25","        606.90","        610.80","        592.20","        601.50","        600.85","        602.45","    3684794","          2219892487.10","      67840","    1092618","         29.65"
"M&amp;M","EQ","22-Oct-2020","        600.85","        599.80","        606.95","        594.10","        605.00","        604.35","        600.90","    3818892","          2294773234.90","      65253","    1343641","         35.18"
"M&amp;M","EQ","23-Oct-2020","        604.35","        609.75","        628.00","        605.35","        624.30","        625.15","        616.99","    6421823","          3962177257.55","      99883","    1752534","         27.29"
"M&amp;M","EQ","26-Oct-2020","        625.15","        624.95","        625.85","        594.60","        595.90","        597.15","        609.55","    4800537","          2926153522.30","      75262","    1798713","         37.47"
"M&amp;M","EQ","27-Oct-2020","        597.15","        600.40","        605.00","        593.50","        596.70","        597.15","        598.73","    5712303","          3420129794.40","     109694","    2367961","         41.45"
"M&amp;M","EQ","28-Oct-2020","        597.15","        599.00","        613.00","        594.20","        605.00","        604.15","        604.59","    6811118","          4117903974.50","      95958","    2480215","         36.41"
"M&amp;M","EQ","29-Oct-2020","        604.15","        598.20","        604.15","        590.25","        592.50","        591.95","        596.52","    3680984","          2195788175.80","      61542","    1379214","         37.47"
"M&amp;M","EQ","30-Oct-2020","        591.95","        592.55","        601.75","        586.80","        594.75","        594.00","        594.00","    4209087","          2500185682.85","      59936","     991840","         23.56"
"M&amp;M","EQ","02-Nov-2020","        594.00","        592.00","        599.90","        589.00","        594.00","        596.05","        594.86","    4085120","          2430073402.75","      65012","    1562916","         38.26"
"M&amp;M","EQ","03-Nov-2020","        596.05","        599.30","        605.45","        594.00","        597.00","        595.80","        599.57","    3669816","          2200315766.05","      49826","    1022011","         27.85"
"M&amp;M","EQ","04-Nov-2020","        595.80","        597.80","        603.65","        592.00","        597.20","        596.80","        597.30","    2475177","          1478428169.40","      42940","     530358","         21.43"
"M&amp;M","EQ","05-Nov-2020","        596.80","        603.30","        607.40","        599.25","        602.00","        602.10","        602.98","    3794240","          2287855691.75","      60276","    1903090","         50.16"
"M&amp;M","EQ","06-Nov-2020","        602.10","        603.00","        619.30","        601.70","        611.95","        613.60","        613.96","    5908936","          3627862892.10","      91685","    1453625","         24.60"
"M&amp;M","EQ","09-Nov-2020","        613.60","        621.00","        622.00","        610.20","        615.80","        616.35","        615.72","    3819808","          2351927891.00","      71895","    1207942","         31.62"
"M&amp;M","EQ","10-Nov-2020","        616.35","        622.00","        627.70","        611.00","        622.00","        619.95","        619.47","    7876161","          4879084343.15","     115830","    1699652","         21.58"
"M&amp;M","EQ","11-Nov-2020","        619.95","        625.00","        644.55","        622.15","        633.70","        633.20","        633.92","    7561527","          4793399085.05","     116110","    1283698","         16.98"
"M&amp;M","EQ","12-Nov-2020","        633.20","        633.05","        654.40","        629.50","        634.05","        632.70","        639.33","    6913788","          4420215152.10","      91790","    1806110","         26.12"
"M&amp;M","EQ","13-Nov-2020","        632.70","        633.95","        638.95","        628.05","        628.20","        629.85","        633.37","    4107823","          2601787857.35","      62194","    1413629","         34.41"
"M&amp;M","EQ","14-Nov-2020","        629.85","        634.50","        634.50","        629.85","        631.60","        631.35","        631.75","     295788","           186864948.20","       7374","      89675","         30.32"
"M&amp;M","EQ","17-Nov-2020","        631.35","        639.00","        646.00","        633.65","        637.00","        637.25","        638.22","    6173551","          3940071198.35","     162897","    3784199","         61.30"
"M&amp;M","EQ","18-Nov-2020","        637.25","        637.20","        709.95","        637.00","        703.25","        705.75","        688.83","   32986476","         22722170243.20","     380722","    7416755","         22.48"
"M&amp;M","EQ","19-Nov-2020","        705.75","        699.00","        728.40","        692.30","        701.00","        703.90","        712.19","   15336768","         10922724685.65","     210308","    2476701","         16.15"
"M&amp;M","EQ","20-Nov-2020","        703.90","        710.00","        718.55","        697.40","        714.10","        715.60","        707.15","    6730897","          4759730458.75","     100102","    1907196","         28.33"
"M&amp;M","EQ","23-Nov-2020","        715.60","        716.40","        720.75","        699.00","        705.00","        705.45","        705.55","    4484068","          3163720621.55","      72986","    1646053","         36.71"
"M&amp;M","EQ","24-Nov-2020","        705.45","        710.00","        745.50","        706.25","        727.00","        729.35","        730.37","   16121626","         11774780317.35","     251960","    4772304","         29.60"
"M&amp;M","EQ","25-Nov-2020","        729.35","        732.00","        732.95","        716.00","        722.00","        719.95","        724.19","    5423034","          3927310978.10","      98354","    1727516","         31.86"
"M&amp;M","EQ","26-Nov-2020","        719.95","        722.00","        736.80","        720.00","        729.00","        728.50","        728.36","    6798860","          4951985641.65","     106583","    1667476","         24.53"
"M&amp;M","EQ","27-Nov-2020","        728.50","        736.90","        742.95","        711.00","        717.35","        722.00","        726.50","   11302666","          8211377752.70","     119903","    5134572","         45.43"
"M&amp;M","EQ","01-Dec-2020","        722.00","        736.40","        736.50","        708.05","        732.60","        734.55","        724.26","    5710611","          4135939764.90","      82903","    1895284","         33.19"
"M&amp;M","EQ","02-Dec-2020","        734.55","        734.00","        758.00","        730.55","        752.20","        753.60","        744.08","    6337698","          4715738667.70","      95542","    1806186","         28.50"
"M&amp;M","EQ","03-Dec-2020","        753.60","        750.05","        756.35","        743.70","        745.00","        745.85","        749.74","    2957787","          2217583234.60","      52639","    1065283","         36.02"
"M&amp;M","EQ","04-Dec-2020","        745.85","        749.10","        764.45","        743.20","        749.00","        750.55","        752.90","    5356456","          4032891220.25","      73487","    1850972","         34.56"
"M&amp;M","EQ","07-Dec-2020","        750.55","        750.00","        755.85","        744.05","        752.30","        752.30","        749.27","    3525945","          2641876665.80","      54044","    1394911","         39.56"
"M&amp;M","EQ","08-Dec-2020","        752.30","        753.35","        764.00","        743.55","        754.85","        754.00","        753.67","    4333519","          3266052360.05","     103139","    1832075","         42.28"
"M&amp;M","EQ","09-Dec-2020","        754.00","        756.80","        762.95","        750.20","        754.00","        755.00","        756.82","    3213975","          2432389791.90","      55382","    1462921","         45.52"
"M&amp;M","EQ","10-Dec-2020","        755.00","        745.00","        754.95","        731.05","        736.70","        736.15","        739.20","    3814006","          2819296030.25","      56407","    1462128","         38.34"
"M&amp;M","EQ","11-Dec-2020","        736.15","        738.90","        746.70","        722.10","        728.00","        727.55","        734.49","    4197494","          3083017562.85","      88609","    1770322","         42.18"
"M&amp;M","EQ","14-Dec-2020","        727.55","        731.65","        737.40","        710.00","        712.75","        711.70","        718.99","    4183639","          3008006651.85","      87675","    1290359","         30.84"
"M&amp;M","EQ","15-Dec-2020","        711.70","        710.00","        720.00","        701.00","        717.40","        717.95","        713.19","    5495877","          3919625663.65","     102963","    1828068","         33.26"
"M&amp;M","EQ","16-Dec-2020","        717.95","        737.10","        746.25","        726.20","        731.45","        731.95","        736.83","   11262389","          8298436457.90","     169513","    2314976","         20.55"
"M&amp;M","EQ","17-Dec-2020","        731.95","        735.10","        738.45","        725.35","        727.90","        730.65","        730.61","    3630553","          2652532448.05","      61575","    1421407","         39.15"
"M&amp;M","EQ","18-Dec-2020","        730.65","        726.10","        737.95","        722.55","        734.00","        733.60","        732.69","    6671658","          4888233465.50","      73831","    3179251","         47.65"
"M&amp;M","EQ","21-Dec-2020","        733.60","        729.00","        730.00","        660.25","        680.40","        685.95","        698.79","    9130116","          6380026707.65","     148947","    3294483","         36.08"
"M&amp;M","EQ","22-Dec-2020","        685.95","        688.80","        699.35","        667.30","        697.70","        695.05","        687.09","    7305751","          5019705597.45","     170349","    2457702","         33.64"
"M&amp;M","EQ","23-Dec-2020","        695.05","        693.00","        715.00","        688.25","        712.00","        711.50","        708.38","    4383472","          3105183699.20","      85168","    1287491","         29.37"
"M&amp;M","EQ","24-Dec-2020","        711.50","        712.50","        722.55","        700.10","        711.00","        710.90","        709.89","    3373695","          2394937482.00","      68218","     944838","         28.01"
"M&amp;M","EQ","28-Dec-2020","        710.90","        715.40","        718.80","        707.30","        710.70","        710.95","        712.04","    2484872","          1769327134.30","      47547","     787924","         31.71"
"M&amp;M","EQ","29-Dec-2020","        710.95","        714.50","        717.00","        704.00","        706.90","        707.05","        707.96","    2808820","          1988519789.35","      74287","    1241833","         44.21"
"M&amp;M","EQ","30-Dec-2020","        707.05","        710.00","        724.30","        704.35","        719.00","        720.70","        713.82","    3219036","          2297803036.95","      63378","    1074919","         33.39"
"M&amp;M","EQ","31-Dec-2020","        720.70","        719.75","        725.55","        713.50","        721.05","        720.60","        719.82","    3723205","          2680047147.95","      85033","    1265759","         34.00"
